Sloeret_SkibID,Skib_Nationalitet,Fangst,Redskab,Art,Fiske_Zone,Afs_Havn,Afsejling_Datomedtid,Ankomst_Datomedtid,Fng_Um_Eng,Fng_Um_Egenskab
"JST/S7F3,DNK,""6,600"",OTB,BRS,EEC,33019,1/2/21 7:30,1/2/21 16:25,LSC,Legally sized catch"
JST/S8F5,DNK,130,TBN,DVH,EEC,11002,1/2/21 4:30,1/2/21 19:00,LSC,Legally sized catch
JST/S:F2,DNK,1,OTB,LSJ,EEC,11002,1/18/21 22:55,1/20/21 19:35,LSC,Legally sized catch
JST0S1F.,DNK,12,OTB,RSP,EEC,9040,1/4/21 5:00,1/4/21 17:00,BMS,Below minimum size
JST0S2F6,DNK,6,OTB,RSP,EEC,28001,1/1/21 4:40,1/1/21 21:30,LSC,Legally sized catch
JST0S3F0,DNK,31,OTB,TOR,EEC,55009,1/1/21 20:10,1/8/21 7:00,LSC,Legally sized catch
JST0S3F1,DNK,1,UNK,YYY,EEC,18028,1/23/21 6:00,1/24/21 7:10,AMS,Above maximum size
JST0S4F.,DNK,40,OTB,TOR,EEC,23001,1/3/21 20:00,1/6/21 19:20,LSC,Legally sized catch
JST0S4F/,DNK,245,OTB,RSP,EEC,33019,1/1/21 1:20,1/5/21 18:40,LSC,Legally sized catch
JST0S4F3,DNK,2,GNS,SIL,EEC,33001,1/16/21 16:30,1/16/21 17:30,LSC,Legally sized catch
JST0S6F0,DNK,55,LLD,LKS,EEC,33021,1/7/21 1:25,1/7/21 18:45,LSC,Legally sized catch
"JST0S6F2,DNK,""1,800"",OTB,SKR,EEC,33019,1/9/21 4:40,1/9/21 17:30,LSC,Legally sized catch"
JST0S7F1,DNK,5,OTB,TNG,EEC,29011,1/2/21 14:15,1/3/21 11:50,LSC,Legally sized catch
JST0S8F6,DNK,61,LL,TOR,EEC,33020,1/1/21 6:00,1/1/21 18:00,LSC,Legally sized catch
JST1S3F2,DNK,5,GN,ORD,EEC,33020,1/2/21 8:00,1/2/21 10:00,LSC,Legally sized catch
JST1S6F2,DNK,7,FPO,TOR,EEC,33017,1/3/21 6:00,1/3/21 8:00,DIS,Discarded catch
JST2S2F7,DNK,8,OTB,ISG,EEC,33020,1/2/21 7:00,1/2/21 15:00,LSC,Legally sized catch
JST3S1F.,DNK,50,OTM,BSP,EEC,23001,1/3/21 19:00,1/17/21 5:00,LSC,Legally sized catch
JSTGS2F2,DNK,30,GNS,KSO,EEC,13003,1/10/21 9:00,1/10/21 20:00,LSC,Legally sized catch
JSTGS3F6,DNK,160,GNS,SKR,EEC,20001,1/4/21 8:00,1/4/21 13:00,LSC,Legally sized catch
JSTGS8F6,DNK,460,TBB,HRJ,EEC,20001,1/1/21 14:59,1/4/21 5:00,LSC,Legally sized catch
JSTGS:F1,DNK,45,TBB,HRJ,EEC,20001,1/1/21 15:10,1/4/21 5:12,LSC,Legally sized catch
JSTQS7F2,DNK,120,SDN,RSP,EEC,28001,1/2/21 5:10,1/2/21 18:30,LSC,Legally sized catch
JSTSS6F3,DNK,40,GTR,RSP,EEC,9037,1/8/21 5:50,1/8/21 12:00,LSC,Legally sized catch
JSTSS6F7,DNK,9,GN,TNG,EEC,9037,1/27/21 6:30,1/27/21 13:00,LSC,Legally sized catch
JTT/S1F5,DNK,12,OTB,KUL,EEC,11002,1/1/21 19:52,1/3/21 22:10,LSC,Legally sized catch
JTT/S3F1,DNK,15,TBN,AND,EEC,11002,1/2/21 6:10,1/2/21 19:00,LSC,Legally sized catch
"JTT/S5F2,DNK,""45,000"",OTM,BRS,EEC,23001,1/1/21 23:35,1/7/21 8:50,LSC,Legally sized catch"
"JTT/S5F7,DNK,""4,000"",OTM,SIL,EEC,27015,12/25/20 6:00,1/6/21 7:00,LSC,Legally sized catch"
JTT/S6F6,DNK,790,OTB,DVR,EEC,11002,1/7/21 17:45,1/9/21 4:40,LSC,Legally sized catch
JTT0S1F3,DNK,1,UNK,YYY,EEC,50006,1/3/21 17:30,1/3/21 21:45,AMS,Above maximum size
JTT0S3F0,DNK,9,OTB,BSP,EEC,11002,1/2/21 5:06,1/2/21 18:46,LSC,Legally sized catch
JTT0S3F4,DNK,440,OTB,DVR,EEC,11002,1/2/21 14:00,1/4/21 17:30,LSC,Legally sized catch
"JTT0S7F2,DNK,""570,000"",OTM,MAK,EEC,11002,1/1/21 20:00,1/6/21 23:40,LSC,Legally sized catch"
JTT0S9F4,DNK,35,OTB,DVH,EEC,11002,1/3/21 6:00,1/3/21 16:00,LSC,Legally sized catch
"JTT1S5F7,DNK,""2,000"",OTM,SIL,EEC,11002,1/1/21 19:00,1/4/21 13:30,LSC,Legally sized catch"
JTT1S9F4,DNK,6,OTB,AND,EEC,11002,1/2/21 11:35,1/4/21 6:26,LSC,Legally sized catch
JTT2S4F.,DNK,389,OTB,KUL,EEC,27015,1/4/21 18:30,1/7/21 1:59,LSC,Legally sized catch
JTT2S4F6,DNK,1,UNK,YYY,EEC,50034,1/3/21 15:12,1/3/21 19:50,AMS,Above maximum size
JTT2S5F.,DNK,2,OTB,TOR,EEC,11002,1/2/21 6:00,1/2/21 18:10,BMS,Below minimum size
"JTT2S7F2,DNK,""45,000"",OTM,BRS,EEC,11002,1/4/21 13:15,1/15/21 11:45,LSC,Legally sized catch"
JTT2S9F4,DNK,20,OTB,HLF,EEC,11002,1/1/21 12:23,1/3/21 13:40,LSC,Legally sized catch
JTT2S:F0,DNK,30,OTB,DVH,EEC,11002,1/1/21 6:30,1/1/21 22:15,DIS,Discarded catch
JTT3S1F7,DNK,25,GN,ISG,EEC,28001,1/1/21 9:30,1/1/21 15:00,LSC,Legally sized catch
JTT3S5F7,DNK,1,UNK,YYY,EEC,23001,1/22/21 21:14,1/23/21 3:00,AMS,Above maximum size
JTT3S7F5,DNK,20,OTB,AND,EEC,11002,1/2/21 6:00,1/2/21 16:15,LSC,Legally sized catch
JTTES3F.,DNK,275,OTB,RSP,EEC,9083,1/2/21 23:55,1/3/21 18:45,LSC,Legally sized catch
JTTES3F1,DNK,5,OTB,RSP,EEC,9040,1/9/21 8:30,1/9/21 12:00,LSC,Legally sized catch
JTTES3F3,DNK,375,OTB,RSP,EEC,9083,1/3/21 5:30,1/3/21 19:25,LSC,Legally sized catch
JTTES4F4,DNK,10,GTR,SLH,EEC,9061,1/2/21 4:30,1/2/21 17:00,LSC,Legally sized catch
JTTES5F/,DNK,7,GTR,ISG,EEC,9040,1/18/21 7:00,1/18/21 11:30,LSC,Legally sized catch
JTTES6F.,DNK,95,GN,TOR,EEC,9040,1/8/21 5:30,1/8/21 11:00,LSC,Legally sized catch
JTTES7F5,DNK,3,GN,KSO,EEC,22007,1/8/21 7:05,1/9/21 10:30,LSC,Legally sized catch
JTTES8F3,DNK,18,OTB,RSP,EEC,9040,1/6/21 6:15,1/6/21 12:00,LSC,Legally sized catch
JTTES8F5,DNK,50,OTB,SKR,EEC,9083,1/1/21 6:15,1/1/21 18:34,LSC,Legally sized catch
JTTES:F0,DNK,130,OTB,SKR,EEC,9040,1/1/21 23:20,1/3/21 18:37,LSC,Legally sized catch
"JTTIS2F6,DNK,""5,000"",DRB,STJ,EEC,25028,1/2/21 3:15,1/2/21 20:10,LSC,Legally sized catch"
JTTIS3F.,DNK,15,FPO,KNK,EEC,25028,1/9/21 8:40,1/9/21 12:20,LSC,Legally sized catch
"JTTIS5F7,DNK,""20,000"",PTM,BRS,EEC,25016,1/4/21 6:45,1/4/21 18:00,LSC,Legally sized catch"
JTT™S3F6,DNK,145,GN,TOR,EEC,18018,1/1/21 6:30,1/1/21 18:45,LSC,Legally sized catch
JTT™S5F0,DNK,2,GN,SLH,EEC,18033,1/7/21 8:50,1/7/21 15:00,LSC,Legally sized catch
JTT™S8F.,DNK,141,GN,RSP,EEC,18018,1/2/21 8:45,1/2/21 14:00,LSC,Legally sized catch
JTT™S9F7,DNK,3,GTR,AND,EEC,18028,1/1/21 7:30,1/1/21 10:30,LSC,Legally sized catch
"JUT/S3F/,DNK,""2,000"",DRB,STJ,EEC,25012,1/2/21 3:20,1/2/21 19:10,LSC,Legally sized catch"
JUT/S4F6,DNK,49,GNS,LNG,EEC,27015,1/1/21 21:10,1/3/21 19:42,LSC,Legally sized catch
"JUT0S3F7,DNK,""17,500"",BMS,BMX,EEC,25014,1/2/21 5:10,1/2/21 12:55,LSC,Legally sized catch"
"JUT1S1F.,DNK,""20,000"",BMS,BMX,EEC,25014,1/2/21 4:35,1/2/21 14:10,LSC,Legally sized catch"
"JUT1S1F/,DNK,""16,000"",BMS,HMX,EEC,25014,1/4/21 4:15,1/4/21 17:20,LSC,Legally sized catch"
JUT7S4F6,DNK,1,UNK,QQQ,EEC,25012,1/12/21 5:00,1/12/21 13:12,AMS,Above maximum size
"KBTQS3F.3,DNK,""45,000"",OTM,BRS,EEC,50034,1/2/21 10:40,1/15/21 15:25,LSC,Legally sized catch"
KBTQS3F19,DNK,1,UNK,YYY,EEC,16026,1/4/21 12:15,1/4/21 21:35,AMS,Above maximum size
KBTQS3F41,DNK,2,GTR,RTG,EEC,23001,1/1/21 21:15,1/4/21 1:00,LSC,Legally sized catch
KBTQS3F43,DNK,15,OTB,SKR,EEC,16026,1/2/21 14:00,1/3/21 7:46,LSC,Legally sized catch
KBTQS4F38,DNK,7,OTB,PGH,EEC,16026,1/8/21 12:07,1/8/21 19:45,LSC,Legally sized catch
KBTQS5F/1,DNK,36,OTB,RSP,EEC,16026,1/2/21 14:00,1/4/21 13:00,LSC,Legally sized catch
KBTQS6F01,DNK,10,OTB,PEL,EEC,28001,1/2/21 17:35,1/6/21 20:00,LSC,Legally sized catch
KGT?S3F11,DNK,70,FPO,KNK,EEC,10032,1/12/21 6:30,1/12/21 10:30,LSC,Legally sized catch
KGTLS2F.5,DNK,36,OTB,TOR,EEC,12002,1/2/21 0:47,1/6/21 18:15,LSC,Legally sized catch
KGTLS2F03,DNK,160,OTB,DVH,EEC,12001,1/8/21 4:25,1/8/21 18:56,LSC,Legally sized catch
KGTLS2F07,DNK,163,OTB,DVH,EEC,12002,1/2/21 7:00,1/2/21 17:40,LSC,Legally sized catch
KGTLS2F12,DNK,17,OTB,HAT,EEC,12001,1/3/21 3:00,1/3/21 19:15,LSC,Legally sized catch
KGTLS3F.5,DNK,1,OTB,TOR,EEC,12002,1/2/21 6:20,1/2/21 18:30,BMS,Below minimum size
KGTLS3F/:,DNK,7,OTB,TOR,EEC,12001,1/3/21 3:40,1/3/21 20:00,LSC,Legally sized catch
KGTLS3F01,DNK,14,OTB,SLH,EEC,12001,1/3/21 3:30,1/3/21 20:00,LSC,Legally sized catch
KGTLS3F07,DNK,2,OTB,RTG,EEC,12002,1/1/21 21:20,1/4/21 20:15,LSC,Legally sized catch
KGTLS3F15,DNK,105,OTB,DVH,EEC,12001,1/2/21 0:12,1/4/21 10:00,LSC,Legally sized catch
KGTLS3F42,DNK,105,OTB,DVH,EEC,12001,1/3/21 21:00,1/5/21 19:30,LSC,Legally sized catch
KGTLS3F48,DNK,1,UNK,YYY,EEC,12001,1/11/21 5:30,1/11/21 13:40,AMS,Above maximum size
KGTLS3F53,DNK,11,OTB,AND,EEC,12002,1/2/21 6:13,1/2/21 18:30,LSC,Legally sized catch
KGTLS3F74,DNK,187,OTB,DVH,EEC,12001,1/2/21 3:58,1/2/21 18:50,LSC,Legally sized catch
KGTLS4F.5,DNK,2,OTB,SLH,EEC,12002,1/3/21 5:50,1/3/21 19:22,LSC,Legally sized catch
KGTLS4F.9,DNK,15,OTB,DVH,EEC,12001,1/9/21 4:30,1/9/21 18:30,LSC,Legally sized catch
KGTLS4F02,DNK,256,OTT,DVH,EEC,12001,1/2/21 3:01,1/2/21 18:39,LSC,Legally sized catch
KGTLS4F03,DNK,150,OTB,DVH,EEC,12002,1/8/21 6:00,1/8/21 17:20,LSC,Legally sized catch
KGTLS4F07,DNK,24,OTB,TOR,EEC,12001,1/3/21 2:48,1/3/21 18:30,LSC,Legally sized catch
KGTLS4F19,DNK,2,OTB,KUL,EEC,28001,1/2/21 0:44,1/4/21 20:20,BMS,Below minimum size
KGTLS4F1:,DNK,1,UNK,YYY,EEC,13003,1/2/21 13:00,1/2/21 17:20,AMS,Above maximum size
KGTLS4F22,DNK,273,OTB,DVH,EEC,12002,1/7/21 5:45,1/7/21 18:40,LSC,Legally sized catch
KGTLS4F23,DNK,258,OTB,DVH,EEC,12002,1/3/21 5:10,1/3/21 18:50,LSC,Legally sized catch
KGTLS4F45,DNK,208,TBN,DVH,EEC,12001,1/2/21 3:58,1/2/21 19:15,LSC,Legally sized catch
KGTLS4F53,DNK,1,OTB,RSP,EEC,12002,1/3/21 5:25,1/4/21 18:00,LSC,Legally sized catch
KGTLS4F55,DNK,90,OTB,DVH,EEC,29011,1/2/21 14:00,1/3/21 11:35,LSC,Legally sized catch
KGTLS4F77,DNK,17,TBN,AND,EEC,12002,1/2/21 6:34,1/2/21 18:00,LSC,Legally sized catch
KGTLS5F03,DNK,20,OTB,DVH,EEC,12001,1/23/21 4:30,1/23/21 16:50,LSC,Legally sized catch
KGTLS5F07,DNK,72,OTB,KUL,NOR,28001,12/29/20 21:43,1/3/21 19:30,LSC,Legally sized catch
KGTLS5F08,DNK,12,GNS,TOR,EEC,28007,1/9/21 7:00,1/9/21 19:00,LSC,Legally sized catch
KGTLS5F17,DNK,3,OTB,TOR,EEC,28001,12/29/20 21:47,1/3/21 21:15,BMS,Below minimum size
KGTLS5F26,DNK,3,OTB,KLM,EEC,12002,1/4/21 5:51,1/4/21 18:25,BMS,Below minimum size
KGTLS5F3:,DNK,11,TBN,TOR,EEC,12001,1/2/21 4:11,1/2/21 20:00,LSC,Legally sized catch
KGTLS5F43,DNK,34,OTB,TOR,EEC,12001,1/1/21 23:16,1/3/21 20:00,LSC,Legally sized catch
KGTLS5F65,DNK,104,TBN,DVH,EEC,12002,1/2/21 6:07,1/2/21 19:05,LSC,Legally sized catch
KGTLS6F18,DNK,35,OTB,AND,EEC,12002,1/9/21 5:00,1/9/21 16:40,LSC,Legally sized catch
KITES2F72,DNK,16,GTR,SKR,EEC,28001,1/28/21 8:00,1/28/21 17:00,LSC,Legally sized catch
KITES3F17,DNK,6,OTB,TOR,EEC,28001,1/2/21 5:14,1/2/21 20:34,BMS,Below minimum size
"KITES3F45,DNK,""675,000"",OTM,MAK,EEC,28001,1/2/21 22:15,1/6/21 3:00,LSC,Legally sized catch"
KITES3F46,DNK,0,OTM,MAK,EEC,28001,1/5/21 0:15,1/9/21 0:10,LSC,Legally sized catch
KITES3F62,DNK,34,TBN,HAT,EEC,28001,1/2/21 22:16,1/4/21 19:10,LSC,Legally sized catch
"KITES4F14,DNK,""190,000"",OTM,MAK,EEC,28001,1/3/21 22:15,1/7/21 9:45,LSC,Legally sized catch"
KITES4F26,DNK,3,GTR,PGH,EEC,12001,1/2/21 7:45,1/2/21 12:00,LSC,Legally sized catch
KITES4F79,DNK,18,OTB,SKI,EEC,28001,1/2/21 6:00,1/2/21 23:32,LSC,Legally sized catch
KITES5F/1,DNK,25,OTB,MSJ,EEC,23001,1/4/21 14:30,1/7/21 19:30,LSC,Legally sized catch
KITKS2F/1,DNK,63,OTB,TOR,EEC,27015,1/9/21 3:25,1/9/21 21:35,LSC,Legally sized catch
KITKS2F/:,DNK,4,OTB,LSJ,EEC,27015,1/6/21 20:30,1/7/21 23:47,LSC,Legally sized catch
KITKS2F01,DNK,61,OTB,PGH,EEC,27015,1/2/21 0:05,1/4/21 22:15,LSC,Legally sized catch
"KITKS2F08,DNK,""21,000"",OTM,BRS,EEC,33019,1/23/21 6:25,1/25/21 21:55,LSC,Legally sized catch"
KITKS2F09,DNK,1,OTB,AND,EEC,27015,1/1/21 20:00,1/10/21 22:00,LSC,Legally sized catch
KITKS2F28,DNK,6,OTB,TOR,EEC,27015,1/19/21 8:25,1/19/21 15:30,LSC,Legally sized catch
KITKS3F03,DNK,17,GN,KSO,EEC,28001,1/19/21 7:42,1/19/21 19:25,LSC,Legally sized catch
KITKS3F08,DNK,15,OTB,GHV,EEC,27015,1/1/21 16:31,1/10/21 14:48,LSC,Legally sized catch
KITKS3F09,DNK,10,OTB,DVH,EEC,27015,1/1/21 21:05,1/7/21 1:51,LSC,Legally sized catch
KITKS3F46,DNK,1,OTB,RTG,EEC,27015,1/2/21 21:00,1/4/21 19:15,LSC,Legally sized catch
KITKS3F6:,DNK,41,OTB,LNG,EEC,27015,1/2/21 2:35,1/4/21 1:00,LSC,Legally sized catch
KITKS4F04,DNK,60,SDN,AND,EEC,28001,1/2/21 5:00,1/2/21 19:00,LSC,Legally sized catch
KITKS4F16,DNK,7,OTB,HVL,EEC,27015,1/2/21 0:13,1/5/21 19:30,LSC,Legally sized catch
KITKS4F46,DNK,81,OTB,DVH,EEC,28001,1/2/21 7:47,1/2/21 18:23,LSC,Legally sized catch
KITKS4F5:,DNK,1,UNK,YYY,EEC,27015,1/23/21 11:00,1/23/21 19:00,AMS,Above maximum size
"KITKS5F05,DNK,""1,250"",OTB,DVR,NOR,27015,1/7/21 22:30,1/10/21 7:00,LSC,Legally sized catch"
KITKS5F73,DNK,2,OTB,SKI,EEC,11002,1/3/21 5:00,1/3/21 19:45,LSC,Legally sized catch
KITKS6F36,DNK,189,OTB,KUL,XSV,27015,12/26/20 11:45,1/4/21 18:45,LSC,Legally sized catch
KITKS9F43,DNK,22,OTB,RTG,EEC,27015,1/1/21 23:00,1/4/21 22:50,LSC,Legally sized catch
"KITKS:F/2,DNK,""22,000"",BMS,HMX,EEC,25015,1/4/21 4:40,1/4/21 16:40,LSC,Legally sized catch"
KITTS2F14,DNK,5,OTB,RTG,EEC,18002,1/7/21 5:00,1/7/21 15:00,LSC,Legally sized catch
KLT?S3F05,DNK,4,GN,KSO,EEC,32014,1/21/21 8:00,1/21/21 12:00,LSC,Legally sized catch
KLT?S3F53,DNK,18,GNS,KSO,EEC,32014,1/12/21 8:00,1/12/21 10:45,LSC,Legally sized catch
KLTCS2F36,DNK,1,GN,PGH,EEC,6015,1/8/21 7:25,1/8/21 15:30,LSC,Legally sized catch
KLTCS4F02,DNK,6,GTR,TOR,EEC,1013,1/7/21 10:00,1/7/21 12:00,LSC,Legally sized catch
KLTPS2F.6,DNK,5,OTB,SLH,EEC,4009,1/2/21 8:05,1/2/21 17:00,LSC,Legally sized catch
KLTPS2F61,DNK,43,OTB,SIL,EEC,16026,1/8/21 15:00,1/9/21 7:00,LSC,Legally sized catch
KLTPS3F43,DNK,5,GN,PGH,EEC,4009,1/9/21 7:00,1/9/21 11:00,LSC,Legally sized catch
KNTGS3F03,DNK,3,OTB,TOR,EEC,18043,1/7/21 7:35,1/7/21 14:15,LSC,Legally sized catch
KOTBS2F/6,DNK,750,OTM,SIL,EEC,6015,1/16/21 19:30,1/17/21 17:45,LSC,Legally sized catch
KOTBS2F13,DNK,9,GN,RSP,EEC,6017,1/9/21 7:00,1/9/21 10:00,LSC,Legally sized catch
KOTBS2F34,DNK,1,UNK,YYY,EEC,31030,1/2/21 1:00,1/2/21 5:30,AMS,Above maximum size
KOTBS3F0:,DNK,4,GN,TOR,EEC,6015,1/25/21 8:00,1/25/21 11:30,LSC,Legally sized catch
KOTBS4F73,DNK,50,OTB,SKR,EEC,9040,1/7/21 11:00,1/8/21 19:00,LSC,Legally sized catch
KOTDS2F/1,DNK,1,UNK,YYY,EEC,29011,1/14/21 18:00,1/14/21 23:03,AMS,Above maximum size
KOTDS2F1:,DNK,5,GN,SLH,EEC,31010,1/2/21 6:45,1/2/21 15:25,LSC,Legally sized catch
KOTDS2F27,DNK,120,GTR,TOR,EEC,31007,1/26/21 6:30,1/26/21 13:00,LSC,Legally sized catch
KOTDS2F4:,DNK,300,GN,RSP,EEC,31010,1/2/21 4:20,1/2/21 13:40,LSC,Legally sized catch
KSTGS2F.4,DNK,160,FPN,SKR,EEC,20002,1/2/21 9:00,1/2/21 10:00,LSC,Legally sized catch
KSTGS2F.6,DNK,450,OTB,RSP,EEC,9040,1/2/21 5:00,1/2/21 17:20,LSC,Legally sized catch
KSTGS2F01,DNK,427,GN,TOR,EEC,9037,1/8/21 6:00,1/8/21 13:40,LSC,Legally sized catch
KSTGS2F03,DNK,46,GTR,PGH,EEC,20001,1/2/21 20:15,1/7/21 23:30,LSC,Legally sized catch
KSTGS2F05,DNK,125,TBB,HRJ,EEC,20001,1/1/21 14:15,1/3/21 17:45,LSC,Legally sized catch
KSTGS2F19,DNK,25,GTR,ISG,EEC,20001,1/2/21 10:30,1/7/21 1:50,LSC,Legally sized catch
KSTGS2F21,DNK,1,OTB,RTG,EEC,9040,1/4/21 9:40,1/4/21 22:05,LSC,Legally sized catch
KSTGS2F27,DNK,20,OTB,AND,EEC,20001,1/2/21 2:45,1/2/21 21:20,LSC,Legally sized catch
KSTGS2F38,DNK,100,TBB,HRJ,EEC,20001,1/2/21 13:09,1/4/21 17:39,LSC,Legally sized catch
KSTGS2F39,DNK,30,OTB,RSP,EEC,16004,1/3/21 16:05,1/4/21 14:00,LSC,Legally sized catch
KSTGS2F3:,DNK,1,UNK,YYY,EEC,19006,1/2/21 23:45,1/3/21 8:30,AMS,Above maximum size
KSTGS2F55,DNK,20,OTM,AND,EEC,18018,1/2/21 7:00,1/2/21 20:15,LSC,Legally sized catch
KSTGS2F74,DNK,240,GN,SKR,EEC,20001,1/10/21 9:30,1/10/21 15:05,LSC,Legally sized catch
KSTGS3F17,DNK,30,OTB,PGH,EEC,23001,1/2/21 0:15,1/8/21 3:30,LSC,Legally sized catch
KSTGS3F25,DNK,27,GTR,SLH,EEC,20001,1/2/21 10:00,1/7/21 4:00,LSC,Legally sized catch
KSTGS3F56,DNK,90,OTB,PGH,EEC,20001,1/2/21 0:40,1/6/21 2:50,LSC,Legally sized catch
KSTGS3F65,DNK,224,GN,SKR,EEC,20001,1/4/21 6:00,1/4/21 8:00,LSC,Legally sized catch
KSTGS4F01,DNK,300,TBB,HRJ,EEC,20001,1/1/21 15:00,1/4/21 4:00,LSC,Legally sized catch
KSTGS4F03,DNK,1,UNK,YYY,EEC,16004,1/28/21 14:30,1/29/21 11:30,AMS,Above maximum size
KSTGS4F04,DNK,100,TBB,HRJ,EEC,20001,1/1/21 15:00,1/4/21 5:25,LSC,Legally sized catch
KSTGS4F25,DNK,1,OTB,TOR,NOR,23001,12/28/20 8:45,1/3/21 0:50,LSC,Legally sized catch
KSTGS4F53,DNK,5,OTB,LNG,EEC,27015,1/1/21 19:00,1/3/21 20:50,LSC,Legally sized catch
KSTGS4F57,DNK,1,UNK,YYY,EEC,20001,1/7/21 1:00,1/7/21 18:00,AMS,Above maximum size
KSTGS5F03,DNK,1,UNK,YYY,EEC,16004,1/28/21 14:30,1/29/21 12:00,AMS,Above maximum size
KSTGS5F07,DNK,250,TBB,HRJ,EEC,20001,1/1/21 15:30,1/2/21 10:49,LSC,Legally sized catch
KSTGS5F08,DNK,155,OTB,ISG,EEC,23001,1/2/21 0:25,1/7/21 23:45,LSC,Legally sized catch
KSTGS5F09,DNK,22,OTB,ISG,EEC,18033,1/2/21 0:45,1/2/21 20:40,LSC,Legally sized catch
KSTGS5F14,DNK,100,OTB,BSP,EEC,20001,1/2/21 10:15,1/9/21 14:30,LSC,Legally sized catch
KSTGS5F17,DNK,83,OTB,TOR,EEC,23001,1/1/21 23:30,1/4/21 21:15,LSC,Legally sized catch
KSTGS5F38,DNK,2,OTB,HVL,EEC,20001,1/25/21 0:30,1/29/21 0:30,LSC,Legally sized catch
KSTGS5F49,DNK,147,OTB,TOR,EEC,27015,1/1/21 23:50,1/4/21 22:00,LSC,Legally sized catch
KSTGS6F08,DNK,46,OTB,HLF,EEC,23001,1/2/21 0:04,1/7/21 1:16,LSC,Legally sized catch
KSTGS6F47,DNK,69,OTB,TOR,EEC,27015,1/2/21 0:15,1/4/21 21:10,LSC,Legally sized catch
KSTQS2F32,DNK,5,OTB,TAK,EEC,16004,1/3/21 12:40,1/7/21 19:15,LSC,Legally sized catch
KSTQS2F75,DNK,1,OTT,SKI,EEC,16016,1/8/21 19:44,1/9/21 19:45,LSC,Legally sized catch
KTTES2F/6,DNK,350,OTB,SKR,EEC,9040,1/2/21 5:31,1/2/21 18:36,LSC,Legally sized catch
KTTES2F01,DNK,8,GTR,PGH,EEC,9037,1/2/21 6:15,1/2/21 17:02,LSC,Legally sized catch
KTTES2F53,DNK,75,OTB,SKR,EEC,9061,1/2/21 6:00,1/2/21 15:30,LSC,Legally sized catch
KTTES2F75,DNK,315,GTR,RSP,EEC,9065,1/5/21 3:00,1/5/21 13:00,LSC,Legally sized catch
KTTES3F/6,DNK,35,GN,TOR,EEC,9040,1/6/21 8:05,1/6/21 14:00,LSC,Legally sized catch
KTTES3F23,DNK,850,OTB,RSP,EEC,9040,1/2/21 6:15,1/2/21 15:57,LSC,Legally sized catch
KTTES3F25,DNK,730,TBN,DVH,EEC,11002,1/2/21 22:25,1/3/21 20:25,LSC,Legally sized catch
KTTES5F73,DNK,413,GTR,TOR,EEC,9037,1/3/21 2:50,1/3/21 8:47,LSC,Legally sized catch
"KTTIS2F.1,DNK,""22,000"",BMS,BMX,EEC,25014,1/5/21 4:25,1/5/21 18:00,LSC,Legally sized catch"
"KTTIS2F37,DNK,""4,000"",DRB,STJ,EEC,25028,1/2/21 3:05,1/2/21 20:15,LSC,Legally sized catch"
"KTTIS:F/:,DNK,""23,000"",BMS,BMX,EEC,25016,1/2/21 4:06,1/2/21 11:55,LSC,Legally sized catch"
"KTTIS:F01,DNK,""38,000"",DRB,STJ,EEC,25016,1/4/21 3:15,1/4/21 18:45,LSC,Legally sized catch"
"KTTIS:F06,DNK,""25,500"",BMS,BMX,EEC,25014,1/6/21 4:15,1/6/21 19:00,LSC,Legally sized catch"
KTTIS:F32,DNK,1,UNK,YYY,EEC,8028,1/10/21 15:50,1/10/21 17:50,AMS,Above maximum size
KTTIS:F62,DNK,1,UNK,YYY,EEC,16026,1/10/21 9:50,1/10/21 11:50,AMS,Above maximum size
